time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-09 21:30:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-09 22:00:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-09 22:30:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-09 23:00:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-10 09:30:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-10 10:00:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-10 10:45:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-10 11:15:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-10 13:45:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-10 14:15:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-10 14:45:00,m2401-P-3000,m2401-P-3000,34.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,0.0,0.0,120
2023-05-10 15:00:00,m2401-P-3000,m2401-P-3000,33.0,6.0,2230.0,5.0,38.0,38.0,33.0,34.0,29.0,34.0,38.0,38.0,33.0,6.0,2230.0,125
